Timestamp (UTC),Day created,Time created,Content,Total Likes,Total Comments,Total Shares,Post Type
Fri Feb 12 17:38:44 UTC 2016,Friday,17:38:44,"Do you know a veteran or military spouse looking for a new job? Hire Heroes USA needs your help to reach them! Share this message so we can assist more transitioning military, veterans and spouses into meaningful careers.",4,1,0,LINK
Fri Feb 12 17:38:16 UTC 2016,Friday,17:38:16,"We're back!!! Join us for round 2 at RAF Mildenhall on March 10-11 for another transition workshop. If you missed out the first time, this is your chance to totally redeem yourself! Register now  http://hubs.ly/H021PcP0",5,0,1,PHOTO
Fri Feb 12 16:17:41 UTC 2016,Friday,16:17:41,"You asked, and we listened. We are proud to announce the launch of our online store. It’s your one-stop shop for everything Hire Heroes USA. All proceeds help transitioning military members, veterans and spouses. During our rollout, quantities will be limited. Shop now! http://hubs.ly/H01RBXt0",1,0,0,LINK
Thu Feb 11 21:52:51 UTC 2016,Thursday,21:52:51,Take the first step toward transforming your military service into civilian success by registering with Hire Heroes USA. All registrants through Sunday will be contacted by a Transition Specialist next week.,1,0,1,LINK
Thu Feb 11 19:17:36 UTC 2016,Thursday,19:17:36,England here we come! Join us at RAF Mildenhall on March 7-8 for a transition workshop. Register today! http://hubs.ly/H021Nz80 #USO #Airmen #MilSpouse,7,0,3,PHOTO
Thu Feb 11 01:49:05 UTC 2016,Thursday,1:49:05,"Help us reach more transitioning military, veterans and spouses! Click “Share” to let your network know about the free career coaching services offered by Hire Heroes USA. http://hubs.ly/H023vBc0",3,0,5,LINK
Wed Feb 10 23:34:08 UTC 2016,Wednesday,23:34:08,ICYMI: Check out our latest blog post. Don't forget to subscribe and share!,10,0,0,LINK
Wed Feb 10 19:08:31 UTC 2016,Wednesday,19:08:31,"Sign up for our transition workshop in Tampa, FL on March 1-2, & see why 92% of our clients recommend our services to their fellow veterans. http://hubs.ly/H021NK20",6,0,2,PHOTO
Wed Feb 10 18:53:19 UTC 2016,Wednesday,18:53:19,"We're at the Hiring Our Heroes Military Spouse event today at McChord Field Club, JBLM. Come by and learn more about our services!",29,0,4,PHOTO
Wed Feb 10 16:17:05 UTC 2016,Wednesday,16:17:05,"As a proud partner of the USO, we sent our message of support and gratitude to our service men and women as part of the USO’s 75th Anniversary campaign to connect our military to family home and country. Send your own message today. #USOconnects http://hubs.ly/H020FD-0",22,0,2,LINK
Wed Feb 10 14:34:05 UTC 2016,Wednesday,14:34:05,"Sign up for our transition workshop at Fort Bliss, TX on March 8-9 and start your transition to the civilian workforce on the right foot. Register now http://hubs.ly/H021NNg0",10,0,4,PHOTO
Tue Feb 09 21:52:00 UTC 2016,Tuesday,21:52:00,We’re pleased to announce that SANS Institute has partnered with us to provide world-class IT certifications through its VetSuccess Immersion Academy. Get started today!,0,0,1,LINK
Tue Feb 09 19:06:43 UTC 2016,Tuesday,19:06:43,"It does not matter what branch of the military you are in, how long you have been separated, or if you are a spouse,  you can still attend our workshop at Joint Base Langley-Eustis on Feb 23-24. Register today http://hubs.ly/H01VHwc0",1,0,0,LINK
Tue Feb 09 15:00:07 UTC 2016,Tuesday,15:00:07,Finding a job is a big part of any veteran's transition. Hire Heroes USA is your resource for civilian employment.,2,0,0,LINK
Tue Feb 09 14:32:06 UTC 2016,Tuesday,14:32:06,"Don't take on your job search alone. Join us March 1-2 at Fort Riley, KS for a transition workshop, and learn how to properly prepare for the civilian workforce.  Register now http://hubs.ly/H021NGD0 #USO #Veterans #Military #MilSpouse",8,1,3,PHOTO
Tue Feb 09 01:55:01 UTC 2016,Tuesday,1:55:01,"Check out the new Hire Heroes USA online store. From hats and t-shirts, to tumblers and wristbands, we have all your Hire Heroes USA gear in one convenient place. All proceeds help transitioning military members, veterans and spouses.",5,0,2,LINK
Mon Feb 08 23:40:04 UTC 2016,Monday,23:40:04,Spouses of veterans and military members are encouraged to register for our transition workshop at USO-San Antonio on Feb 23-24.  Read how we helped military ppouse Katie Popowski in her career transition http://hubs.ly/H01Wpw60  Register Now...http://hubs.ly/H01Wpw80,19,0,4,PHOTO
Mon Feb 08 22:02:44 UTC 2016,Monday,22:02:44,"Seattle-area #milspouse, join us at the Hiring Our Heroes Military Spouse Networking and Hiring Fair Event this week at Joint Base Lewis-McChord.",4,0,2,LINK
Mon Feb 08 20:30:19 UTC 2016,Monday,20:30:19,"""The success of the military, and our national security, depends upon the leadership of thousands of small unit leaders - non-commissioned officers and junior officers."" Great essay by Colonel Miguel Howe, USA (Ret.).",63,0,6,LINK
Mon Feb 08 19:13:59 UTC 2016,Monday,19:13:59,"Never interviewed for a job before? No problem, you will learn everything you need to know about interviews at our transition workshop on Feb 23-24 in Norfolk, VA. Register today and prepare for that interview tomorrow! http://hubs.ly/H01WkFm0",0,0,0,LINK
Mon Feb 08 17:40:40 UTC 2016,Monday,17:40:40,"Hire Heroes USA is coming to RAF Mildenhall, UK March 7-8 for a transition workshop. Take control of your transition, and register today for a successful tomorrow.  http://hubs.ly/H021Nyr0 #USO",7,0,4,PHOTO
Mon Feb 08 16:11:43 UTC 2016,Monday,16:11:43,Attention job-seeking veterans and military spouses: registration for our FREE career coaching services opens every Monday. Make today the start of your new career.,1,0,0,LINK
Sun Feb 07 23:35:04 UTC 2016,Sunday,23:35:04,"As a proud partner of the USO, we sent our message of support and gratitude to our service men and women as part of the USO’s 75th Anniversary campaign to connect our military to family home and country. Send your own message today. #USOconnects http://hubs.ly/H020CV10",43,0,3,LINK
Sun Feb 07 17:35:21 UTC 2016,Sunday,17:35:21,"""I go out of my way to tell every unemployed veteran I come into contact with about Hire Heroes USA.""

–Marlowe Dickerson, USMC veteran and Hire Heroes USA alum",54,3,11,LINK
Sun Feb 07 15:30:02 UTC 2016,Sunday,15:30:02,Both Broncos fans and Panthers fans can help veterans find work during the Super Bowl. Just set up a Crowdrise page and collect donations at your Super Bowl party tonight. Enjoy the big game!,5,0,4,LINK
Sat Feb 06 22:00:06 UTC 2016,Saturday,22:00:06,"Tomorrow is Super Bowl 50, but we’re cheering for veteran employment! Help us win by setting up a Crowdrise page for your tailgate. A donation bucket goes great next to the wings platter.",23,0,2,LINK
Sat Feb 06 20:01:07 UTC 2016,Saturday,20:01:07,Are you a veteran or military spouse beginning a civilian career? Register for our free career coaching services today.,0,0,0,LINK
Sat Feb 06 16:08:09 UTC 2016,Saturday,16:08:09,"Learn more about how we partner with the USO to assist thousands of veterans, transitioning military and spouses annually.",5,0,1,LINK
Fri Feb 05 23:31:04 UTC 2016,Friday,23:31:04,"Learn how to network your way to employment at our Tampa, FL transition workshop on March 1-2. Register today http://hubs.ly/H021MdR0 #USO #Veterans #MilSpouse",7,0,3,PHOTO
Fri Feb 05 21:47:12 UTC 2016,Friday,21:47:12,"Last Chance to register for our transition workshop at Camp Pendleton, CA Feb 9-10. Registration is free for transitioning military, veterans and their spouses http://hubs.ly/H01RD9C0",6,1,1,LINK
Fri Feb 05 20:30:18 UTC 2016,Friday,20:30:18,Want to help veterans find work while you're watching the game on Sunday? Create a Crowdrise page and charge a cover at your Super Bowl party – you know your friends will pay!,12,0,5,LINK
Fri Feb 05 19:10:52 UTC 2016,Friday,19:10:52,"You asked, and we listened. We are proud to announce the launch of our online store. It’s your one-stop shop for everything Hire Heroes USA. All proceeds help transitioning military members, veterans and spouses. During our rollout, quantities will be limited. Shop now!",23,0,5,LINK
Fri Feb 05 17:32:35 UTC 2016,Friday,17:32:35,"Come perfect your rèsumè at our Fort Riley, KS transition workshop on March 1-2 and stand out from the competition.  Register today http://hubs.ly/H021MC00 #USO #Veterans #Milspouse",27,1,8,PHOTO
Fri Feb 05 16:12:54 UTC 2016,Friday,16:12:54,Join Hire Heroes USA at Joint Base Langley-Eustis on Feb 23-24 and learn what it takes to have a successful transition to the civilian workforce. Register today http://hubs.ly/H01VHvs0,19,0,12,LINK
Thu Feb 04 23:39:08 UTC 2016,Thursday,23:39:08,"Veterans and spouses, now earn industry-recognized certifications from partners like Flatiron School, Shaw Academy and more!",9,0,3,LINK
Thu Feb 04 21:55:12 UTC 2016,Thursday,21:55:12,"Last chance to register for our transition workshop at Fort Bragg, NC on Feb 9-10. Take the first steps towards a new career and register today http://hubs.ly/H01-9Ff0",17,0,5,PHOTO
Thu Feb 04 17:39:29 UTC 2016,Thursday,17:39:29,"You don't want to miss our transition workshop in Tampa, FL March 1-2.  Register to see how we #empowervets through their transition from military service to civilian success. Register today http://hubs.ly/H020qQ30 #USO",6,0,3,PHOTO
Thu Feb 04 16:14:51 UTC 2016,Thursday,16:14:51,"Congratulations and Happy Anniversary to one of our biggest partners and supporters, the USO. Today, they celebrate 75 years of enriching the lives of American military members and their families!",129,5,18,PHOTO
Wed Feb 03 23:30:05 UTC 2016,Wednesday,23:30:05,"Whether you're enlisted or an officer, we assist military members across all ranks and branches. Start your civilian career today.",8,0,3,LINK
Wed Feb 03 21:53:16 UTC 2016,Wednesday,21:53:16,"Before Marine Corps veteran Marlowe could recommend our services to the veterans he works with, he had to try it out himself.",56,2,8,LINK
Wed Feb 03 19:11:34 UTC 2016,Wednesday,19:11:34,Nervous about interviewing for a job? Join Hire Heroes USA at Joint Base Langley-Eustis on Feb 23-24 and turn those nerves into confidence. Register today http://hubs.ly/H01VHv20,1,0,1,PHOTO
Wed Feb 03 18:58:07 UTC 2016,Wednesday,18:58:07,,35,0,0,PHOTO
Wed Feb 03 17:37:04 UTC 2016,Wednesday,17:37:04,"Attend our transition workshop @FortRiley, KS March 1-2 and take your transition to the next level. Register now http://hubs.ly/H020pMD0 @USOFtRiley @FortLeavenworth @22ARW #USO #Veteran #MilSpouse #Military",1,0,0,PHOTO
Tue Feb 02 23:35:07 UTC 2016,Tuesday,23:35:07,Bring your interviewing skills to the next level with these 3 easy tips.,13,0,0,LINK
Tue Feb 02 21:50:01 UTC 2016,Tuesday,21:50:01,Learn from Doug Watjus why you should attend the transition workshop at USO-San Antonio on Feb 23-24 http://hubs.ly/H01Wpvg0  Register Now...http://hubs.ly/H01Wpvh0,8,0,3,PHOTO
Tue Feb 02 17:35:31 UTC 2016,Tuesday,17:35:31,"DYK that over 60% of veterans struggle to translate their military experience on their resume? Join Hire Heroes USA on Feb 23-24 in Norfolk, VA for our free transition workshop, and learn how to translate your experience with ease.  http://hubs.ly/H01Wj_n0",6,0,2,LINK
Mon Feb 01 21:52:23 UTC 2016,Monday,21:52:23,A successful transition from the military to a civilian career starts with Hire Heroes USA. Learn more and register online.,1,0,0,LINK
Mon Feb 01 19:05:26 UTC 2016,Monday,19:05:26,"Never wrote a resume before? No problem, join us at Camp Pendleton, CA for a transition workshop Feb 9-10 and we will help you write one. Registration is free for transitioning military, veterans and their spouses http://hubs.ly/H01RFv90",9,0,1,LINK
Mon Feb 01 17:34:16 UTC 2016,Monday,17:34:16,We're honored to make Charity Navigator's list of 4-star veteran and military nonprofits alongside other great organizations making a #realimpact.,98,3,15,LINK
Mon Feb 01 15:48:00 UTC 2016,Monday,15:48:00,"Have a job interview this week? Check out our latest blog: ""Top 3 Ways to Overcome Interview Jitters""",13,0,1,LINK
Mon Feb 01 14:31:21 UTC 2016,Monday,14:31:21,Happy Monday! Don't forget registration for our free career coaching services opens every Monday. Get started today.,2,0,1,LINK
Sat Jan 30 21:55:51 UTC 2016,Saturday,21:55:51,Veterans and military spouses: your civilian career awaits. Register for free today!,5,0,1,LINK
Fri Jan 29 23:35:03 UTC 2016,Friday,23:35:03,Register for our transition workshop at the USO-San Antonio on Feb 23-24 and see why over 96% of our clients recommend our free services. Register today...http://hubs.ly/H01Wptp0,19,0,8,PHOTO
Fri Jan 29 21:51:01 UTC 2016,Friday,21:51:01,"It does not matter what branch of service you are in or how long you have been out of the military, you can still register for our transition workshop at Fort Bragg, NC on Feb 9-10. Take the first steps towards a new career and register today http://hubs.ly/H01-9WY0",14,0,4,LINK
Fri Jan 29 19:05:40 UTC 2016,Friday,19:05:40,Finding employment as a military spouse can be a challenge. Hire Heroes USA helps spouses find jobs too. Register to start your career.,3,0,1,LINK
Thu Jan 28 16:31:33 UTC 2016,Thursday,16:31:33,Thanks for everyone who came out to the first #Vetlanta of 2016 last night! We're looking forward to another great year of helping Atlanta veterans.,96,2,13,PHOTO
Thu Jan 28 00:30:05 UTC 2016,Thursday,0:30:05,"We hope to continue making a #realimpact on veterans, military members and their spouses in 2016! #empowervets",24,0,11,PHOTO
Wed Jan 27 22:30:05 UTC 2016,Wednesday,22:30:05,Are you a veteran or military spouse ready to begin your civilian career? Get registered with Hire Heroes USA today!,3,0,2,LINK
Wed Jan 27 19:06:48 UTC 2016,Wednesday,19:06:48,"This is the last week to register for the transition workshop at Fort Benning on Feb 2-3.  Come see why over 3,000 veterans and their spouses were successful in finding employment.  Register today http://hubs.ly/H01RCgW0",5,0,1,LINK
Wed Jan 27 17:31:06 UTC 2016,Wednesday,17:31:06,"Hire Heroes USA will be at Joint Base Langley-Eustis, Feb 23-24 for a transition workshop. If you are a transitioning military member, veteran or their spouse, register now to prepare for your future career http://hubs.ly/H01VHs00",18,0,7,PHOTO
Wed Jan 27 16:06:41 UTC 2016,Wednesday,16:06:41,"We are only a couple weeks away from our transition workshop at Fort Bragg, NC on Feb 9-10.  If you are a transitioning service member, veteran or a spouse please register today.  Come learn how over 3000 veterans and spouses found employment last year with our service. http://hubs.ly/H01RH7_0",23,1,9,LINK
Wed Jan 27 14:31:05 UTC 2016,Wednesday,14:31:05,"We still have open slots for our transition workshop at Fort Campbell, KY on Feb 2-3. You will leave this workshop with a brand new résumé and the knowledge and skills necessary to be successful in gaining employment.  Sign up today http://hubs.ly/H01YD570",7,1,3,LINK
Wed Jan 27 01:54:16 UTC 2016,Wednesday,1:54:16,"Not all veteran service organizations are the same. We are rated a Gold Star charity by GuideStar, and have earned four stars from Charity Navigator because of our transparency and responsible spending practices. #RealImpact



http://hubs.ly/H01Z2hm0",84,2,16,LINK
Tue Jan 26 23:39:03 UTC 2016,Tuesday,23:39:03,"""I registered for the program and was assigned a Transition Specialist that understood the military lifestyle and the current job market."" – Military spouse and Hire Heroes USA alum Kent Wheeler.",35,0,8,LINK
Tue Jan 26 22:03:53 UTC 2016,Tuesday,22:03:53,"The military taught you to prepare for combat, Hire Heroes USA will teach you how to prepare for the civilian workforce.  Join us at Camp Pendleton, CA for a transition workshop Feb 9-10. Registration is free for transitioning military, veterans and their spouses http://hubs.ly/H01RFth0",15,1,8,LINK
Tue Jan 26 19:14:00 UTC 2016,Tuesday,19:14:00,We're honored that NextGen MilSpouse recognized Hire Heroes USA as their monthly Military Community Resource Spotlight. Thank you!,64,0,8,LINK
Tue Jan 26 19:12:34 UTC 2016,Tuesday,19:12:34,"Check out the new Hire Heroes USA online store. From hats and t-shirts, to tumblers and wristbands, we have all your Hire Heroes USA gear in one convenient place. All proceeds help transitioning military members, veterans and spouses.",0,0,0,LINK
Tue Jan 26 17:39:11 UTC 2016,Tuesday,17:39:11,"Hire Heroes USA will be hosting a transition workshop on Feb 23-24 in Norfolk, VA.  All transitioning military, veterans and their spouses are encouraged to attend.  Come learn how to succeed in your career transition.  http://hubs.ly/H01Wj-r0",50,2,18,PHOTO
Tue Jan 26 16:16:31 UTC 2016,Tuesday,16:16:31,"This is the last week to register for the transition workshop at Fort Campbell on Feb 2-3.  Come see why over 3,000 veterans and their spouses were successful in finding employment.  Register today http://hubs.ly/H01RzWD0",4,0,3,LINK
Tue Jan 26 14:39:05 UTC 2016,Tuesday,14:39:05,"All transitioning military, veterans and their spouses in the San Antonio, TX area are encouraged to attend our transition workshop at the USO-San Antonio on Feb 23-24. Registration is free and our services are never ending. Sign up today...http://hubs.ly/H01Wr3R0",56,1,23,PHOTO
Mon Jan 25 21:53:53 UTC 2016,Monday,21:53:53,Attention job-seeking veterans and military spouses: registration for our FREE career coaching services opens every Monday. Make today the start of your new career.,45,0,18,LINK
Mon Jan 25 21:11:49 UTC 2016,Monday,21:11:49,,17,0,0,PHOTO
Mon Jan 25 19:14:37 UTC 2016,Monday,19:14:37,Last chance to register for our free career transition workshop at Fort Belvoir on Jan 26-27.  Register now http://hubs.ly/H01PTT70,4,0,0,LINK
Mon Jan 25 16:11:20 UTC 2016,Monday,16:11:20,Last chance to register for our free career transition workshop at Fort Carson on Jan 26-27.  Register now http://hubs.ly/H01PV3x0,1,0,1,LINK
Sun Jan 24 20:00:06 UTC 2016,Sunday,20:00:06,"LAST CHANCE! Any veteran, transitioning military member or spouse that registers today will be connected with a Transition Specialist at the beginning of the week. Your new career awaits.",102,2,38,LINK
Sun Jan 24 17:30:04 UTC 2016,Sunday,17:30:04,Come see for yourself why Hire Heroes USA has been awarded Best in Class distinctions from our partners. Register now.,27,0,8,LINK
Sat Jan 23 21:56:17 UTC 2016,Saturday,21:56:17,We are proud to assist military spouses like Kent when their family has to relocate. Read his transition story.,9,0,2,LINK
Sat Jan 23 19:11:24 UTC 2016,Saturday,19:11:24,"Learn more about how we partner with the USO to assist thousands of veterans, transitioning military and spouses annually.",9,0,1,LINK
Sat Jan 23 17:15:04 UTC 2016,Saturday,17:15:04,"ATTENTION! This weekend only, all veterans, transitioning military who register for our career coaching services will be assisted early next week. Start your civilian career today – what are you waiting for?",1,0,0,LINK
Fri Jan 22 23:38:07 UTC 2016,Friday,23:38:07,We need your help filling our free career coaching slots for next week! Please share this post so we can assist more veterans and transitioning military members.,2,0,2,LINK
Fri Jan 22 21:55:28 UTC 2016,Friday,21:55:28,"There are over 400K unemployed veterans.  If you are in that category or want to avoid being in that category, join us at Fort Bragg, NC on Feb 9-10.  Our workshop is free for transitioning military, veterans and their spouses.  Come learn how to be successful in finding employment. http://hubs.ly/H01RH6T0",40,0,9,PHOTO
Fri Jan 22 19:15:49 UTC 2016,Friday,19:15:49,"Hire Heroes USA offers several different volunteer opportunities, many of which you can complete from the comfort of your own home. Sign up and get started today!",15,0,7,LINK
Fri Jan 22 18:00:04 UTC 2016,Friday,18:00:04,"Colorado Springs Office Manager Spencer shows his #HireHeroesUSAPride with his daughter at the Jelly Belly Factory in Fairfield, CA. #PhotoFriday",84,1,7,PHOTO
Fri Jan 22 17:00:07 UTC 2016,Friday,17:00:07,"ATTENTION! This weekend only, all veterans, transitioning military who register for our career coaching services will be assisted early next week. Start your civilian career today – what are you waiting for?",0,0,1,LINK
Fri Jan 22 16:11:53 UTC 2016,Friday,16:11:53,"Hire Heroes USA will be at Camp Pendleton, CA for a transition workshop Feb 9-10. Register today http://hubs.ly/H01RFt00",24,0,6,PHOTO
Fri Jan 22 14:13:59 UTC 2016,Friday,14:13:59,We're grateful for the opportunity to help any veteran in their transition to the civilian workforce. Thanks RP/6 and Four Block!,17,1,0,PHOTO
Thu Jan 21 21:54:46 UTC 2016,Thursday,21:54:46,"Career transition can be scary, but with Hire Heroes USA at your side we turn scary into success. Register for our transition workshop Feb 2-3 at Fort Campbell, KY.  Registration is open to all transitioning #military, #veterans and their spouses. http://hubs.ly/H01W4My0",76,5,15,PHOTO
Thu Jan 21 17:36:08 UTC 2016,Thursday,17:36:08,"On January 21, 1954, USS Nautilus – the world's first nuclear-powered submarine – is christened in Groton, Connecticut. #ThrowbackThursday",129,2,22,PHOTO
Thu Jan 21 16:10:51 UTC 2016,Thursday,16:10:51,Our team of Veteran Transition Specialists is your guide to navigating the civilian job market. Register today!,7,0,3,LINK
Wed Jan 20 19:10:16 UTC 2016,Wednesday,19:10:16,"The military trained you, now let Hire Heroes USA help show corporate America what you bring to the table. Register for our transition workshop Feb 2-3 at Fort Benning, GA.  Registration is open to all transitioning #military, #veterans and their spouses. http://hubs.ly/H01RBSq0",46,1,17,PHOTO
Wed Jan 20 17:34:21 UTC 2016,Wednesday,17:34:21,"Military service is a family commitment, which is why we support military spouses like Kent. Read more: http://hubs.ly/H01VxS20",22,0,3,LINK
Wed Jan 20 16:14:17 UTC 2016,Wednesday,16:14:17,"Career transition is overwhelming, so don't go at it alone.  Register today for our transition workshop at Fort Belvoir on Jan 26-27, and let Hire Heroes USA coach you through it every step of the way. http://hubs.ly/H01PV910",3,0,0,LINK
Tue Jan 19 21:47:56 UTC 2016,Tuesday,21:47:56,"We have the capacity to help more than 200 veterans, transitioning troops and spouses every week. Become one of them today – registration is free.",21,0,8,LINK
Tue Jan 19 19:04:02 UTC 2016,Tuesday,19:04:02,"Register for our transition workshop at Fort Bragg, NC on Feb 9-10.  Our workshop is free for transitioning military, veterans and their spouses.  Come learn how to be successful in your career transition http://hubs.ly/H01RH650",33,0,11,PHOTO
Tue Jan 19 16:11:52 UTC 2016,Tuesday,16:11:52,"Veterans and spouses, now earn industry-recognized certifications from partners like Flatiron School, Shaw Academy and more!",4,0,2,LINK
Mon Jan 18 22:00:48 UTC 2016,Monday,22:00:48,"Listen up Devil Dogs and Sailors. Hire Heroes USA will be at Camp Pendleton, CA for a transition workshop Feb 9-10. Registration is open to all transitioning military, veterans and their spouses. http://hubs.ly/H01RFsn0",101,2,49,PHOTO
Mon Jan 18 19:16:32 UTC 2016,Monday,19:16:32,"Last chance to register for our transition workshop at Fort Hood, TX Jan 20-21.  Our workshop is FREE for transitioning Military, veterans and spouses.  Make your career transition sucessful and register today  http://hubs.ly/H01PP0q0",2,0,2,LINK
Mon Jan 18 16:11:23 UTC 2016,Monday,16:11:23,Happy Monday! Don't forget registration for our free career coaching services opens every Monday. Get started today.,3,0,1,LINK
Mon Jan 18 15:00:55 UTC 2016,Monday,15:00:55,"""Life's most persistent and urgent question is, what are you doing for others?"" –Martin Luther King, Jr. In honor of MLK Day, learn how you can help our veterans, military members and spouses.",106,1,15,LINK
Sat Jan 16 20:30:06 UTC 2016,Saturday,20:30:06,Take the first step toward transforming your military service into civilian success by registering with Hire Heroes USA.,4,0,2,LINK
Sat Jan 16 16:07:21 UTC 2016,Saturday,16:07:21,"Last month, our President and CEO sat down with Gary Freeman on KGAB Mornings to discuss our programs and services. Listen in online.",53,0,14,VIDEO
Sat Jan 16 16:03:34 UTC 2016,Saturday,16:03:34,"Need help planning for your next career? Join Hire Heroes USA at US Army Fort Benning for a transition workshop Feb 2-3.  This is open to all transitioning #military, #veterans and their spouses. http://hubs.ly/H01RBRH0",64,2,21,PHOTO
Fri Jan 15 21:47:27 UTC 2016,Friday,21:47:27,Start your new career search off right and register for Hire Heroes USA's free transition workshop at Fort Belvoir on Jan 26-27. http://hubs.ly/H01PTRh0,14,0,6,LINK
Fri Jan 15 19:03:19 UTC 2016,Friday,19:03:19,"Need help translating your military service on a resume? Join Hire Heroes USA at U.S. Army Fort Campbell for a transition workshop Feb 2-3.  This is open to all transitioning #military, #veterans and their spouses. http://hubs.ly/H01RBRy0",37,0,13,PHOTO
Thu Jan 14 22:00:57 UTC 2016,Thursday,22:00:57,"Hire Heroes USA will be at Fort Carson, CO teaching a career transition workshop on Jan 26-27. All transitioning military regardless of branch, veterans and their spouses are encouraged to attend.  http://hubs.ly/H01PV1Q0",5,0,0,LINK
Thu Jan 14 19:17:16 UTC 2016,Thursday,19:17:16,"Sometimes, even Senior Enlisted Officers need assistance with their career transition. Read how Hire Heroes USA helped Randy find his perfect job.",4,0,0,LINK
Thu Jan 14 17:30:23 UTC 2016,Thursday,17:30:23,Our first of four workshops at Fort Bragg in 2015 #ThrowbackThursday #TBT. We’re coming back to Ft. Bragg on February 9-10 for another Transition Workshop. Register here: http://hubs.ly/H01Q-Z00,15,0,3,PHOTO
Thu Jan 14 16:15:58 UTC 2016,Thursday,16:15:58,"Overwhelmed by your career transition? Join Hire Heroes USA on Jan 20-21 at Fort Hood, TX for a FREE transition workshop, and let us relieve some of that stress. Military, veterans and spouses can register today  http://hubs.ly/H01PQCp0",1,0,1,LINK
Wed Jan 13 22:15:03 UTC 2016,Wednesday,22:15:03,"Last month, Veteran Transition Specialist Laura joined the Army Wife Network to discuss Hire Heroes USA and issues facing military spouses. The interview starts at 28:10.",40,0,2,VIDEO
Wed Jan 13 21:53:29 UTC 2016,Wednesday,21:53:29,"""Hire Heroes USA was the only transition assistance program that fully delivered on its promises."" -Randy Hodges, USAF (Ret.) http://hubs.ly/H01R5hR0",87,2,19,LINK
Wed Jan 13 19:13:12 UTC 2016,Wednesday,19:13:12,Finding a job is a big part of any veteran's transition. Hire Heroes USA is your resource for civilian employment.,30,0,10,LINK
Wed Jan 13 16:19:54 UTC 2016,Wednesday,16:19:54,"You asked, and we listened. We are proud to announce the launch of our online store. It’s your one-stop shop for everything Hire Heroes USA. All proceeds help transitioning military members, veterans and spouses. During our rollout, quantities will be limited. Shop now!",49,0,11,LINK
Tue Jan 12 19:14:08 UTC 2016,Tuesday,19:14:08,"Transitioning military members from all branches, veterans, and their spouses are encouraged to attend our career transition workshop at Fort Belvoir on Jan 26-27.  Come see why over 3,000 of our clients were successful in gaining employment last year.  Register today http://hubs.ly/H01PTQV0",22,0,9,LINK
Tue Jan 12 16:17:47 UTC 2016,Tuesday,16:17:47,"Transitioning military members, veterans and their spouse in the Fort Carson area can register for our FREE workshop on Jan 26-27.  Take your career transition to the next level by allowing Hire Heroes USA to help.  Register today for a successful tomorrow http://hubs.ly/H01PTKJ0",10,0,5,LINK
Tue Jan 12 16:08:57 UTC 2016,Tuesday,16:08:57,Which superhero will you pose as before your next job interview?,2,0,1,LINK
Mon Jan 11 21:50:31 UTC 2016,Monday,21:50:31,Join our growing team of volunteers! Show our military you care by giving back some of your time. Learn how you can help on our website.,5,0,3,LINK
Mon Jan 11 19:10:15 UTC 2016,Monday,19:10:15,"If you are a transitioning service member, veteran or spouse in need of career transition services, join Hire Heroes USA on Jan 20-21 at Fort Hood, TX for a FREE transition workshop.  Take the first steps towards a new career by registering today http://hubs.ly/H01PQBL0",26,0,10,LINK
Mon Jan 11 14:00:29 UTC 2016,Monday,14:00:29,Are you a veteran or military spouse beginning a civilian career? Register for our free career coaching services today.,1,0,1,LINK
Sun Jan 10 19:10:19 UTC 2016,Sunday,19:10:19,"You’ve served your country proudly. But now that your service has ended, how do you decide what’s next? Hit the road this spring with Roadtrip Nation and the USO to discover the possibilities.",45,1,3,LINK
Sat Jan 09 16:06:44 UTC 2016,Saturday,16:06:44,Become a better job candidate with new training programs offered through Hire Heroes USA.,1,0,0,LINK
Fri Jan 08 21:49:04 UTC 2016,Friday,21:49:04,Roadtrip Nation and the USO are seeking veterans and transitioning service members for an amazing opportunity to travel the country talking with other veterans this spring. Learn more and apply online.,12,0,5,LINK
Fri Jan 08 16:14:01 UTC 2016,Friday,16:14:01,"Whether you're enlisted or an officer, we assist military members across all ranks and branches. Start your civilian career today.",19,0,3,LINK
Thu Jan 07 21:47:30 UTC 2016,Thursday,21:47:30,Enhance your resume or LinkedIn profile with new free training programs and opportunities from our partners.,1,0,0,LINK
Thu Jan 07 19:12:34 UTC 2016,Thursday,19:12:34,"Hire Heroes USA will be teaching a transition workshop at Fort Carson, CO January 26-27. Registration is open to all military, veterans and their spouses.  Take the first steps in a successful career transition and register today http://hubs.ly/H01LmxQ0 #HHUSA",38,0,14,PHOTO
Thu Jan 07 16:06:47 UTC 2016,Thursday,16:06:47,"A sentinel assigned to 3rd U.S. Infantry Regiment aka ""The Old Guard"" stands guard at the Tomb of the Unknown Soldier in Arlington National Cemetery during the first snow of 2015. #ThrowbackThursday",366,11,63,PHOTO
Wed Jan 06 21:55:46 UTC 2016,Wednesday,21:55:46,"Join Hire Heroes USA at Fort Belvoir, VA on January 26-27 for a free transition workshop.  This is open to all transitioning military, veterans and their spouses.  Register today http://hubs.ly/H01LmMm0",38,0,15,PHOTO
